	8
Riport - előadó: András Edit művészettörténész,	2
Frazon Zsófi	1
Mariechen Danz,	4
Fiatalok Fotóművészeti Stúdiója,	4
Németh-Kassa Gábor m.v.,	4
Litván Gábor,	6
Jim Goldberg,	2
Walter Benjamin,	2
Modern és szocreál 1945-1960,	2
Vékony Dorottya. Mentorok: Biró Eszter és Kóti Réka	2
Mátis Lilla,	2
Alexey Klyuykov,	4
Lukáš Likavčan,	2
Brad Butler & Karen Mirza,	1
Aggtelek (ESP/Katalónia),	2
Horváth Hanna - ének & Fazekas Ábel - klarinétok & Dóra Attila - idea	2
Filip Ruisl,	1
TATLIN | Tilos / casting live act	2
MA	2
Boros Bianka	2
Jurisz LESZNYIK,	2
Szijj Ferenc	2
Michael Szedlak (CH)	2
Karina Bisch,	2
Dévényi János,	3
Ludmann Mihály,	4
Pacsika Márton	6
Steffi Stangl,	2
Secco & Fresh KO,	2
C.F. MØLLER,	2
Ughy Szabina költő,	4
Joachim Smetschka (A)	1
20h  IRODALMI PERFORMANSZ: 1+3,	2
Schild Tamás,	2
Tóth Levente-Napi Gazdaság,	1
Dr. Fabényi Julia,	8
Bretus Imre kurátor	2
Aranydiplomások,	2
Tolnay Imre képzőművész,	2
Radha Diaz Hublitz,	2
Fekete Géza	2
Implausible Works,	3
Paul ter Wal /NL,	1
Illés Adrienn - csembaló	1
Pintérné Varga Zsuzsa,	2
Ferenczy Noémi,	7
BAK IMRE BIRKÁS ÁKOS  BUKTA IMRE  CSÖRGŐ ATTILA  DELI ÁGNES  DROZDIK ORSOLYA  EL-HASSAN RÓZA,	2
A kiállítást bezárja: Parti Nagy Lajos	2
Őfelsége Farah Pahlavi sahfelesége	2
MKE KET kurátor hallgató az esemény egyik moderátora,	1
Nagy Tamás építész	2
BÁNKUTI András,	2
Ajtai Tamás,	1
a Dél-Afrikai Köztársaság nagykövet asszonya,	2
Bakos Kiss Károly,	2
FARKAS Lucián,	2
A képzőművészeti Egyetem hallgatói,	2
Nelson Reguera,	2
Víziók az Erőmű terület hasznosítására az EUROPAN 11 Tervpályázat keretében,	2
Várnagy Ildikó,	4
Füzesi Heierli Zsuzsa,	5
Şakir Fakılınek,	2
Emberek a porcelángyárból,	2
Juhász Judit	2
Skonda Mária Volksbank vezérigazgató-helyettes	3
Liszka Tamás médiaművész,	2
+El Kazovszkij,	2
Gazdag Ági,	2
Barkóczy István,	2
megbízott docens,	2
BADA DADA,	1
Nemzetközi szimpózium / International Symposium	2
Sophie Calle,	1
Fillenz Ádám,	2
Goethe-Institut,	2
Esterházy Marcell-Kerekes Gábor-Kristóf Krisztián-Szentesi Csaba,	2
Németh Kristián,	1
Tóth Pitya István,	1
Banner Zoltán művészettörténész	4
Gilles Raynaldy,	2
dr. Iványi-Bitter Brigitta	1
Broadway",	2
Pogány Gábor Benő	4
René Burri,	2
ifj. Blaskó János,	1
Brezina Zoltán,	2
Timur NOVIKOV,	4
Fejérvári Zsolt,	2
Horváth Gideon	4
Konok Péter,	2
MAYER Éva (SK/HU),	2
Mildred Alpern,	2
Simonyi Zsolt,	3
BIKÁCSI DANIELA,	2
Salam Yousry	2
Metka Zupanič,	2
Drozsnyik István,	23
P. Szabó Ernő művészettörténész	21
Radetzky Zoltán	2
Szöllősi Tibor,	10
Sebastian Bożek,	2
Kamarakiállítás,	2
E. Csorba Csilla,	5
Dr. Fejős Zoltán a Néprajzi Múzeum főigazgatója	1
Andreas Walch,	2
Orosz István grafikusművész	2
Marit Helen Akslen  Liv Blésaring;varp,	2
Mezei András	2
Salamin Ferenc,	3
Filip Csaba DLA,	2
Joanna Wężyk,	2
Radnay Csilla,	2
Hajdú D. András fotográfus	2
Beöthy Balázs,	78
Johne,	1
Lődi Virág	4
Francesca,	2
Vladimír Beskid	2
Anna Kott,	2
FERENCZI Zoltán Zola,	1
Karafiáth Orsolya	14
Baráth Hajnal	2
Kerékgyártó János,	2
az ötletpályázat magyar résztvevője	2
K.Nagy Sándor,	2
Debreceni Egyetemi Színház,	2
Knyihár Amarilla,	14
Takács Dániel - gitár	1
Allan Siegel,	38
Fórizs Rita,	2
BARAKONYI ZSOMBOR,	3
URBÁN Tibor- FLASKÓ Attila,	1
Persányi Miklós	2
György Kata,	4
Arek,	2
DOCUMENTA 11 - Tatai Erzsébet előadása,	2
Marcel Duchamp,	2
Schneemeier Andrea,	13
Dr. Hegyi Loránd,	2
André STEMPFEL (F),	4
az MTA főtitkárhelyettese	2
Szentgróti Dávid	2
Katarina Eismann,	2
Major Ármin,	5
Inge Evers,	1
közreműködik: Fluidian (aka Emil Gherasim) zeneszerző gitáron	2
Mark Bovey,	2
SZALONTAI Ábel,	2
Szöllősi Géza,	45
SZALAY Krisztina,	2
Lőrincz Tamás,	5
Claude PASQUET,	2
Balaton,	2
Major Zoltán,	1
DÓRA Attila,	6
Piotr Krajewski	8
Zsámbéky Monika,	1
Hornyák Evelin	5
Bircsák Eszter	2
Melcher Mihály,	6
Máhr Annamária,	2
Vetítések,	1
stb.,	12
Boros Viola	6
Hámori Gabriella	2
Képzőművészek performanszai,	2
Szabó Márta,	2
Miroslav Lazendić,	2
Kozlov Sándor,	4
Frank János	1
Matej Al-Ali,	1
Sanja IVEKOVIĆ,	1
Závorszky Márton,	2
Pálházi Petra,	1
Füzesi Heierli Zsuzsa-ke,	1
Czeglédi Zsolt,	2
Meret Oppenheim,	2
Nagy Gábor	22
Marcel Gautherot és Alessandro Norse fotói,	2
Papp Ildikó,	4
Klösz György,	3
Arno van Roosmalen,	2
Göncz Kinga miniszter,	4
Kemény István,	15
Björn Dahlem (D),	1
Mo-Lin (Tajvan),	2
FŰKŐ BÉLA,	1
Dr. Rőhrig Eszter	2
Péterfy Bori,	2
Katona Szabó Erzsébet,	4
KÁLLAI Henrik,	8
Daradics Árpád,	38
Thaïs Lenkiewicz (UK),	1
HAVAS Anikó,	2
és a Pécsi Balett	1
Lajta Gábor Az ajtón túl című kiállításának finisszázsa	2
Sza,	2
Verebes György,	97
Borbély László művészettörténész	2
ÉK Egyesület,	1
Lő­rinc Ka­ta­lin,	2
OROSZ Eszter,	4
Bereményi Géza,	2
Varga Gabi,	8
Vető János,	14
Desislava Unger,	2
Gellér Judit	6
Válogatás az EKF Vizuális Művészeti Tanszék hallgatóinak munkáiból,	2
Diplomázók,	1
Nolasco-Rózsás Lívia,	2
Alexandra Nádas,	7
Milán Fritzpatrick	2
Ivan Buharov,	2
Gera Mihály - Jokesz Antal - Szűcs Tibor,	2
Michal Novotny,	1
Marabu,	1
Szamizdat kiállítás,	2
FILLENZ ISTVÁN,	2
Anu Vahtra,	6
Horváth Krisztina	1
Emlékkiállítás,	2
azaz Ponza,	2
Valerie Jaudon,	2
CSONTÓ LAJOS,	3
BOSCH+BOSCH csoport,	2
Székó Gábor szobrászművész,	1
A Könyvet Marosi Ernő,	2
Snje¾ana Pintariæ a Muzej Suvremene Umjetnosti  Zagreb igazgatója	2
Koralevics Rita (HU),	2
Pázmándi Antal,	10
Dr. Baksa Soós Vera,	3
Hús,	2
DJ Yokes,	2
Szépvölgyi Viktória építészetkritikus	2
Őexcellenciája Roland Galharague,	2
Puszt Zsófia,	7
Haris László	6
Csordás Dániel,	2
Pólya Zsombor	1
Dr. Zsámbéky Monika,	14
Boris Labbé,	4
Balázs Eszter,	8
Urbán Péter író,	2
Kéri Gáspár,	1
Mircea Suciu,	2
Süli-Zakar Szabolcs	4
Dr. Elke Atzler,	2
Lendvai Ádám (H),	3
Imre Péter	2
francia gondolkodó,	2
Kebiche Samira,	2
Nagy Árpád Pika,	36
Mucius	14
Ana Bezelga,	2
Tarcsafalvi Veronika,	2
Kaszás Gergő,	2
Cernov Mircea,	2
A résztvevők,	2
F. Balogh Erzsébet festőművész	2
bemutatók és fesztiválhangulat,	1
Osgyányi Róza,	2
Giuliana Carbi,	2
Gergely Réka,	15
Timár Katalin és Horányi Attila	2
Széphelyi F. György	2
Surányi Mihály / művészeti menedzser	2
Lehoczky Fanni,	4
Fajgerné Dudás Andrea: Alkotás előtti rituálé	2
Jankovics Marcell,	2
Birkás Ákos	31
Nagy Andrea,	14
Pink Horse Trio,	2
Oskar Hansen,	1
Syrek Ágnes,	2
Lukoviczky Endre,	10
Pájer Emília Ferenczy Noémi-díjas textilművész,	2
Polyák Levente urbanista,	2
Gyukics Gábor,	8
Michal Kindernay	2
Kardos Botond,	1
Pozsár Péter építész	2
WOlSKY András,	2
Timo Herbst,	2
Ewa Klekot,	2
P.O.L.E. (CZ/RU),	2
Kisinyov),	2
Michał Mendyk,	2
Izinger Katalin,	21
Debreczeni Márton,	2
Házas Nikoletta	2
GÖNTÉR Endre,	6
Françoise Gilot	5
Alicia Framis,	2
Fazekas Ildikó design- és művészetmenedzser,	2
GAÁL JÓZSEF képzőművész,	4
KOVÁCS Attila	4
David Hockney	2
Cseh Szilvia,	8
Dobner Edit,	2
Szabadságtapasztalat	2
Dvorszky Hedvig	5
Szitás Janka,	2
Lakástárlat Alapítvány	3
Mózes Katalin,	3
Marianna Sztyma,	1
Leszek Margasiński,	1
Bán András,	62
a Tilos Rádió népzenei szerkesztője	2
ZAGYVAI Sári,	6
Julien Berthier,	4
Wren Supak,	2
Mascher Róbert,	2
Pőcze Atila,	1
KOMORÓCZKY Tamás,	5
Ötvös Zoltán és Nemere Réke,	1
Artur Malewski,	2
http://multiplika2000.wordpress.com/,	2
Karolina Kolenda,	1
a Szolnoki Képzőművészeti Társaság tagsága,	2
Adam Castle,	2
Horváth Dániel festőművész,	8
Nem,	7
Esse-Bánki Ákos,	2
Magyarósi Éva (HU),	2
Krystyna Gorazdowska,	2
Pálfalusi Zsolt filozófus	2
Lakatos Botond,	2
Amande In,	2
Menyhárt Menyus Tamás-Kállai Katalin,	2
egyetemi tanár	16
Michaël Borremans	1
KUNITSYNA Alina,	2
tranzitblog 2011 szerzok	2
DaimlerChrysler,	1
fotókiállítása,	1
Carlone Krzyszton,	1
Gyécsek József,	1
Barbara Musil,	2
Thomas C . Chung (CHN),	1
Dick ROBERTS,	2
Jovián György festőművész,	2
Csernák Boldizsár (HU),	2
Ócsai Károly,	5
Radnóti Sándor,	9
Lassla Esquivel,	2
Schuller Judit,	2
Japán kortárs művészet,	1
Imreh Zsigmond,	2
Csenki Attila,	1
Kocsi Olga,	19
Haász Ferenc világítástervező	1
Julia Stoschek,	4
D2K,	2
Szilágyi Csaba,	4
Rutkai B.,	2
Csabi Ádám,	2
Dušan Slivka,	2
építész. Közreműködik: Riz Laura,	4
Kozma György,	2
Rabóczky Judit Rita,	26
Frazon Zsófia etnográfus	5
Szalóky Károly	2
Erhardt Miklos,	6
KOPPÁNY Attila,	5
Dortmund),	2
Szondy Sándor,	2
Eva Kotátková,	2
BALÁS Eszter,	7
Juhász Dorka  Kovács Lehel,	3
Rieder Gábor művészettörténész	12
Fehér,	3
Szijártó Kálmán,	3
látni- olvasnivalók	2
Lázár Dóri	2
Roberta ACERBONI,	1
SORIN NEAMŢU,	2
Balla Vivienne,	3
Eszteró Anett,	4
Oravecz Éva,	1
Sigismond Vajay,	3
Gáspár Gyula	2
köszöntőt mond: U. Nagy Gábor intézetigazgató	2
Kassák Múzeum,	8
Laszlo MILASOVSZKY,	4
Páhi Péter	2
Kis-Kuntler Árpád fotóművész	2
Veronika Dirnhofer,	2
Sass Valéria Munkácsy-díjas képzőművész,	2
Nemzetközi Konferencia	2
Slavka Sobotovicova,	2
Lá­bass Endre	2
KoMa társulat,	1
Nadya Hadun  Fehéroroszország,	2
Gruppo Tökmag	3
Ostrava	2
Barcza Zsolt,	4
Daniela d'Arielli,	2
Kaska,	2
Albert Ádám,	70
Igor Krenz,	2
A Néprajzi Múzeum utazó tanulmányi kiállítása,	2
Dékei Kriszta	4
Harun Farocki	1
KÓTUN Viktor,	2
Thiesz Angéla,	4
assistant professor of history,	2
Cságoly Ferenc	4
műkritikus,	2
Dr. Iványi Gábor,	4
Cut16,	2
Majtényi László	2
Gosztola Gábor verseit előadja: Hobo	1
"Vágyvírus" - Németh László keramikus és Király Levente költő estje és kiállítása;,	1
TÓTH Balázs Máté,	2
Kirstin ARNDT,	2
Vektor Normal,	2
Zsigmond Attila főigazgató	2
Szobrászati Szimpózium,	1
Kőnig Frigyes,	37
Ewa Jacobsson ( Norv.),	2
Luter Filho	2
Bakos Éva,	2
Zsemlye Ildikó,	32
Bornemisza Rozi,	15
Szőke Zsófia	2
Czifrák László üvegművész,	2
Csoszo Gabriella - Podmaniczky Szilard,	2
Ágoston Béla zenész	2
Benkő Borbála,	2
Molnár Éva	1
Nemzetközi Szektorlabda Szövetség,	2
Dénes Imre,	10
műemléki szakember,	2
Engler András,	6
Bogna Burska,	2
Kopasz Tamás	3
Gallyas Luca,	2
SHAIBO	2
Előd Ágnes (H),	1
MÉLYI József művészettörténész	2
Hegedűs Gyöngyi,	2
SZALAI Borbála	2
Palócföld,	2
Brody Art Yard,	4
Gerco de Ruijter,	2
Camille Juthier	2
Erdős Zsófi,	4
HAJDU István	1
Dér András,	4
Gyukics Péter fotóművész kiállítása,	1
Pavlics Tamás galériavezető	1
Anton Prinner,	2
Dr.Ébli Gábor művészettörténész	2
Szily László,	1
Révész Emese művészettörténész	5
Kapoli Ilona,	1
1956-1964" (BLOK BEUYS,	2
Schaffer Zsuzsa,	2
Michael Corthell,	2
Ránki Borbála,	2
MEGHÍVÓ,	1
Andrej Zvjagincev: Elena	1
Dr. Thomas Birtel	2
Pasi Pöysäri	2
Kadan,	2
Németh Zoltán,	1
Kispál Attila,	8
WROBEL Péter,	2
Joó Julianna,	2
Mártonffy Melinda	2
Juhász Péter,	1
műgyűjtő	12
tihanyi perjel	2
Dobó Gábor,	8
Kárpáti Tamás,	7
Keszthelyi Imre,	4
Arnold DREYBLATT  and Jochen GERZ,	2
Bada Tibor,	4
Mezőberényi Krisztina,	4
Csuti Zsófia,	2
Tverdota György,	4
Az erőd újszerű,	2
Igor Basakov,	4
és mások...,	1
Zani GELEVSKA,	2
Antonio Brice&#241;o,	2
Rózsa István Tamás,	2
Laura Denning	2
Maggie Michael,	2
Veres Szabolcs,	6
Centre Georges Pompidou egykori igazgatója	2
4 fiatal kortárs képzőművész Londonból,	2
Sztefanu Mariana	2
A kulturális ellenállás archívumai,	2
Gruppó Tökmag,	8
Kis Varsó,	61
Fritz Bruniert	2
Somogyi-Rohonczy Zsófia,	2
Prakfalvi Endre	2
Pogány Gábor Benő,	34
újságíróval	2
Edmund Lewandowski,	2
bakó tamás,	2
Szemadám György művészettörténész	2
Berg Eike	2
az Építész Tanszék vezetője	2
Uta Heinecke	1
Vodku,	2
Mészáros András-Pécs2010 főigazgatója	1
dr. Feledy Balázs	6
Rajta Adrienn,	2
Gyenes Zsolt előadása	2
KatonaZoltán,	2
Lencsés Andrea,	2
GYŐRFFY László,	6
Koncz Zsuzsa,	4
Andrej Jemec,	2
Tóth Márton Emil,	32
Vojtěch Fröhlich & O. Mladý & J. Šimánek & V. Turner,	2
Vincze Petronella,	2
Iványi Brigitta	4
Nunung Nurjanti,	2
jazz zongora,	2
BORI BÁLINT,	1
Dr. habil  DLA Szegedy-Maszák Zoltán,	2
David Wilkinson (UK/HU),	2
SZÖLLŐSSY Enikő,	6
Ocskay László,	15
Igor és Ivan Buharov	2
BARTHA Sándor,	2
Igor Kuduz,	2
Ralph Fleck,	1
Daniel Schwarz,	2
Muladi Brigitta	89
Várszegi Tibor -  egyszemélyes színház,	2
Kismányoky Károly	2
Krizbainé Szabó Éva	2
Reviczky Zsolttal,	2
Gelencsér Rothman Éva  művészettörténész,	2
Ragó Anett  pszichológus	2
Ef Zámbó István,	2
KOVÁTS Albert,	4
Mester László,	4
Geert De Mot,	1
a CAP Kuwait művészeti vezetője,	2
Mostoha Marcell Ákos,	2
Por,	2
Fehérvári Tamás	6
Thanos CHRYSAKIS,	1
HAÁSZ István,	6
Michael Grossmann  Graz város kulturális tanácsnoka	2
Süveg Márk,	2
Rieder Gábor művészettörténész,	4
Jörn Zehe,	2
Ádám ♥ Lukács Levente,	2
Kardos Ferenc,	2
DANZIGER Dániel

HENDZSEL Ilona

HERBSZT László

KÁNVÁSI Krisztián

MAROSI Károly

RIDOVICS András

ROTH Péter

Lidija SKENDEROVIC

SZÉP Hedvig  

KOVÁCS Zoltán

Noémi Regina CSERGÔ

NAGY Gergő

KERESZTÚRI Kata

NAGY Júlia

ORB,	2
MÁTIS GERGŐ és KIS RÓKA CSABA,	2
LAKNER LÁSZLÓ,	2
Gerlinde THUMA,	2
Podmaniczky Szilárd  író	2
Carsten STABENOW,	1
Szolnoki Művésztelep	2
Nuria Marques,	1
Naoki Fuku,	2
Inger Johanne Rasmu,	2
Gilbert and George,	2
Zsikla Mónika	40
A Magyar Elektrográfiai Társaság /MET/ 10 éves jubileumi kiállítása,	2
ZSIGÁR István,	2
Krizsán András,	2
Bús Gábor Olivér	1
Ybl-díjas építész	2
Cyprien Gaillard,	4
Fórián Szabó Noémi	2
Manfred Fath professzor	2
Vaszkó Zsolt,	2
Benkő Sándor fotóművész,	2
Szűcs Júlia	2
Megyesi Zsuzsa,	2
Péter Szabina,	2
Mogán Orsolya	4
Anjalika Sagar,	3
Florin Stefan,	2
Gorcsakovszki Ferenc	2
mint 80 tagja	2
Angel Judit,	35
Czékman Csaba,	2
Paizs Péter,	4
Dobos Édua Dalma,	2
Antii Maasalo,	2
valamint három a bemutatóra érkező szerző,	2
Hámos Gusztáv és Katja Pratschke,	1
Árki Bernadette,	2
Mikita Gábor színháztörténész,	2
Brittnek Andrea	2
hongkongi művészek,	4
Patrizia Dottori,	2
Natalia LL,	10
Kristo Papic,	2
HEGYI BÉLA,	2
Övül Durmuşoğlu	2
Ferkai András	4
Françoise Gilot,	23
Flanek Péter,	1
Frantisek Kupka (a Mladek gyűjteményből),	1
Feledy Balázs műveszeti író	2
Wolsky András	3
Tóth Norbert a Kínai Szépművészeti Múzeumban rendezett kiállítás kurátora,	1
Dékei Krisztina,	2
223 művész,	2
Turai Tünde,	3
An Seebach,	1
Mattyasovszky Péter,	23
Association Apsolutno,	2
Győrffy Ákos	2
Bouchra Khalili,	4
SZABÓ Kristóf – KRISTOFLAB,	1
KOVÁCS Mihály Gergő,	2
SCHMIDT Ágnes,	2
LONOVICS László,	3
feLugossy és a Tudósok tánczenekar	1
Laurynas Karmalavicius,	4
Tony Cragg,	1
Nagykáta-Erdőszőlői Nemzetközi Művésztelep,	1
Fábián Erika,	8
Drozdik Orsolya,	18
Anita Stanková,	2
Art Camp,	2
Omkamra,	4
Lotte Geeven,	4
Mészáros Ágnes,	2
Sandra Araújo,	2
Márkus Adrienn,	2
Stane Jagodic,	1
XII. Pécsi Nemzetközi Felnőtt-bábfesztivál (BÓBITA	1
Gyureskó Enikő	2
Aron Baráth,	2
Válogatás,	2
SZILÁGYI Ákos,	2
Mednyánszky László,	4
KISS Richárd,	2
Kovács Keve,	2
Farkas Kinga,	2
Péntek Orsolya	6
German Kinga,	8
Plesznivy Ákos,	1
SZŐKE GÁSPÁR,	2
Plagium2000,	2
Hámos Gusztáv	2
Batár Attila építész fotókiállítása,	1
Ruttka Andrea textilművész,	2
Borovi Dániel művészettörténész	2
kulturális szakállamtitkár,	2
Forma- és vizuális környezettervező Msc: Barna Gergely,	2
Brush Ramones,	2
Nagy Sándor,	4
Schikowski Alexander,	2
Krnács Sára,	2
SZALAY Tibor,	2
Kondor Béla,	31
Adolphe GOUPIL,	2
Pablo Picasso	2
Tanka Péter,	11
Ásztai Bálint,	2
Levendel-gyűjtemény,	3
Varacskos koncer,	1
Giczy György,	2
Sántha Péter,	2
esszéista	4
Németh Juci	2
média szakértő,	2
dr. Csengel-Plank Ibolya,	2
Csomay Zsófia építész,	1
Balogh István,	2
Bárdfalvi Zsolt,	4
Horváth László Xavér,	2
SZABÓ NOÉMI művészet,	1
MEZŐSI Eszter,	2
Ovidiu Anton,	2
Boda Zsófia,	2
Péli Barna & Galbovi Attila	2
Győrfi András,	6
Roshini Kempadoo,	4
Volf ROITMAN (ROU-RA),	4
Alfred Lenz (AT),	4
Samira Sinai,	1
Aba Novák Vilmos,	1
Csider István Zoltán (költő,	2
Matthias Reinhold,	1
Annelies Senfter,	2
Lang Szonja,	2
Nádas Péter	9
Menyhárt Tamás "Menyus",	8
Luigi TOMASELLO,	2
Ferencz Attila,	2
és Darvas Kristóf	2
Nagy Sándor Munkácsy-díjas szobrászművész,	1
Ordódy Tamás,	2
Zelimir Zilnik	1
Kisspál Szabolcs,	13
Huszár Imre,	2
NahTe	2
Béres Zsuzsa szociológus	2
KOKESCH ÁDÁM,	8
Azaki  Duronelly Balázs,	2
Sander Veenhof,	2
Konkoly Gyula festőművész	2
Szyksznian Wanda	2
Csengei Andrea,	2
Fekete György professzor emeritus,	1
T. Horváth Éva,	3
Staatlichen Akademie der Bildenden Künste Stuttgart,	2
FÜREDI Tamás,	2
Szigeti Máté,	7
Petőcz András	2
Benoit Decron,	2
Mandur László,	6
Árvai György,	2
Németh Géza,	3
Karolina Freino,	2
Sandra Serrano,	2
Pető Hunor és Vincze Ottó,	1
David BENFORADO,	2
Hannover	1
Kristian Rother (GER),	2
Nagy Imre	1
Hegyi Dora,	2
Serge Vincendet,	2
Dudás Barbara (művészettörténész),	2
Szőke Annamária,	2
Nigel Thorpe brit nagykövet	2
Longines,	1
Kacsák Tamás,	6
Anca Benera & Arnold Estefan (RO),	2
Hetey Katalin,	19
Katrina Neiburga,	2
Kristina Inèiés#363;rait&#279;,	1
Knok Tamás,	2
Wilhelm András zeneesztéta	2
Babi Badalov,	2
Wim Wenders: A világ végéig	2
feLugossy Laca	1
Családi nap a Salgado kiállításban	3
Renegát Projekt	2
Németh Hajnal és Pál Zsuzsanna Rebeka kiállítása	1
Orgován Kinga,	2
Mark Feder,	3
Kozák Csaba	43
Szerkesztette: Hegyi Ibolya és Schulz Katalin	2
Bornemisza Eszter kiállítása,	2
Dr. habil  DLA Kőnig Frigyes	2
Deanna Templeton,	1
Duliskovich,	2
Győry András Botond	2
Sinkó Katalin	2
Somogyi Emese,	3
Novák Ferenc Tata	2
Sarkadi Péter,	11
Margócsy István	2
Dr. Gerlinde Schrammel művészettörténész	2
Mink Andras	1
SCHMIDT HAMMER LARSEN ARCHITECTS,	2
Jennifer Chan,	2
Kaija Papu,	1
EMARE,	1
Winter Ádám	2
Hubert Schmalix,	1
Dr. Hoffmann Tamás,	2
Művészet és tudomány,	2
Földényi László,	1
Drégely Imre	6
Féner Tamás,	15
Az eseményt megnyitja: Šwierkiewicz Róbert és Szkárosi Endre	2
Ádám Zsófia,	11
El-Hasszan Roza,	2
Borosi Gábor,	2
NÉMETH Dávid,	2
KESERUE ZSOLT,	1
Mészáros Zsolt művészettörténész,	2
Milica Marcinková,	2
Fazakas Réka,	6
Walter Schnepel,	1
SZITÁS BERNADETT,	2
Brândusa Armanca  moderátor,	2
Konrád György író	2
Donáth Péter (1938-1996),	2
tgnoise TEAZENE  technikai asszisztens: Kovács Sándor	2
Hajdu Ágnes Linett,	2
Kanyó Ferenc	1
Tomas van Houtryve,	2
Antall István a Magyar Rádió irodalmi szerkesztője	7
Kovách Gergő,	58
Piffkó György,	2
Eperjesi Nóra Tímea,	2
Oliv Mircea	2
Tillmann Hanna,	13
FÜRJESI Csaba,	3
Kicsiny Balás,	2
Sugár Gyula,	1
Linus Svensson,	2
Jessica Buhlmann,	2
PUSKAI Sarolta,	2
Gergely Mariann	3
Vang Csien-vej (Wang Jianwei),	2
Gábor Áron,	31
Előadó: Hábetler András operaénekes	1
Szikla László,	2
Barbara Lippe,	2
Vattay Elemér	2
Morvay Zsófia,	2
Natalja ZSERNOVSZKAJA,	2
Sárközi Richárd,	2
Kokesch Ádám	10
Steiber Zsolt,	4
Kotun Viktor	2
Dallos Ádám,	29
Zilahi Boglárka,	2
Mikke Susanto,	2
Kis Chan,	2
Mediations Biennial,	2
Joe Calleri,	1
Frank Béla,	2
Fischer Judit,	87
Csatlós Judit	26
Louise Drulhe,	2
Rechnitzer Zsófi	15
te	2
Albrecht Schafer,	2
Bretus Imre művészettörténész	1
Kathrin Graf,	2
Sóváradi Valéria képzőművész,	2
Molnár Farkas	2
Implausible Works kollektíva,	2
ART CAMP 18.,	2
Dr. Schneider Márta az Oktatási és Kulturális Minisztérium kulturális szakállamtitkára	2
SCHROTTA János Frigyes,	2
Personal Press Project,	2
FAJÓ János,	4
Branczik Márta	3
Liviu Marian Padre,	2
Omara,	8
dr.Sótonyi Péter egyetemi tanár	2
Baky Péter festőművész / Művészetek Háza,	2
Kurcsis László,	2
Philip Glass,	1
Vasvári László,	3
Kodwo Eshun,	3
Takó Hajnalka,	2
Deli Anna,	2
Madeline Stillwell,	3
Arkadius Ignasak,	2
Az előadás után a szerzővel és Vukoszávlyev Zoránnal beszélget Kovács Dániel	2
David Hieplert,	2
Krystyna Pieronkiewicz-Pieczko,	2
A Magyar Látvány-,	2
Szatmári Ildikó,	2
Soós Nóra,	28
Baróthy Anna,	5
Artur,	2
KUPCSIK ADRIÁN,	2
Min&#968;ó Szert,	2
Daniel Pitín,	4
Marek Radke,	2
Mikesy Tamás,	1
Kőrösy Attila,	2
Balázs Imre Barna,	7
Hornyik Sándor művészettörténész	2
Mladen STILINOVIÆ,	2
Kodácsy-Simon Eszter	1
Dévényi Sándor	1
Matthieu Clainchard,	4
Sattler,	1
Vachter János,	18
VASS Tibor,	4
Dr.Kolta Magdolna	1
Turczi István  költő	2
Heinz Holliger,	1
Guy Langevin,	2
KICSINY BALÁZS,	2
Marko Stamenković (SRB)	2
protokoll studio	4
Somogyi Emese szobrászművész,	2
Nojzerr,	2
Andrew Heeps,	4
dr. Beke László,	3
Kateøina ©edá (CZ),	2
Luis Buñuel,	2
Westel Fotópályázat anyaga,	1
katalógusok,	2
dr. Harsányi László	4
Sipos László	2
Előadó: Margitházi Beja filmtörténész	1
Kepes György,	4
az ARCHIV kiállításon	1
Alejandro Jodorowsky	2
Miron Duca,	2
Szebényi Ildikó	2
Szabadságtapasztalat c. kiállításán	2
Terebessy Tóbiás,	1
Fotós	1
Koczó Attila,	2
Dudás Andrea,	2
Gaál József  képzőművész,	4
René-Jacques,	2
Fiume TV (Triumph of Death)	2
Šin Oliver,	2
Árvai András,	2
Koszti Zsuzsanna,	4
Gáspár Tamás,	5
Antalaci,	3
Szabó Klarisz,	6
Litkey György	2
Haraszty István	1
Bálint Anna kritikus	2
Papp Gábor,	3
Maria Gardizi,	2
Raffaello,	2
KÁROLY ESZTER,	1
Architecture Uncomfortble Workshop,	1
Sofie Thorsen (Dk/a),	1
Pólya Zsombor,	20
Timothy and the Things,	1
Szilasi Alex - Makovecz Imre	2
Michel Fingesten(1884-1943),	2
Záró tárlatvezetés,	1
Tamás Ilauszky	2
Árvai Mária,	6
ERŐSS István  képzőművész,	2
Orbán Veronika,	2
Erdődy József Attila,	4
Vásáry Tamás,	2
Hanna Yamasaki,	2
Adrian Kiss,	2
történész,	4
M. Tóth Krisztina,	2
Kiss Richárd,	5
John Shattuck	2
Kolozsv,	1
Szőnyeg-Szegvári Eszter,	1
Juhász Balázs	2
Tímár Sára	2
Pongrácz Zoltán,	1
táncművész,	1
Wim Delwoye,	1
feLugossy László	27
Doris FEND,	1
Bada Dada Tibor,	2
A Lumen Galéria kiállítói!	2
Dr. BEKE László	2
Yuriy Gurzhy	2
Verebics Ágnes  és Péterfy Ábel,	1
a Magyar Rádió irodalmi szerkesztője	2
Vesely Ferenc	1
Egri Orsolya,	2
VÁCZI LILLA	1
Horányi Attila	36
Éri Jenő,	2
Bálint Jákob,	2
Kortárs Művészeti Központ,	2
Tony Oursler,	2
