	step0	frequency_original
12672	Vienna,	2
12673	TNPU,	5
12674	Rúrí,	2
12675	MKE – Festő szak: Pálinkás Bence György,	2
12676	a Francia Intézet igazgatóhelyettese,	2
12677	Végh László	2
12678	Pásti Katalin,	9
12679	A megnyitót tárlatvezetés követi a kiállító tervezők részvételével.	1
12680	JOVIÁN György,	2
12681	az MKE Doktori Iskola vezetője és Peternák Miklós,	2
12682	Stephan Felix Huber	2
12683	Sárközi Péter,	2
12684	SOCIÉTÉ RÉALISTE,	14
12685	Szitás Bernadett,	8
12686	Szöllősi Géza,	45
12687	BERKES Ádám Csanád,	2
12688	Mété Balázs,	2
12689	Albert Ádám,	70
12690	Brindusa Armanca	2
12691	Czap Gábor,	2
12692	Gellér Judit,	65
12693	Lenkey-Tóth Péter festőművész,	2
12694	V,	1
12695	Carey Young	2
12696	Illyés Attila,	2
12697	Gy&otilde;rfi Gábor,	1
12698	Han Schuil,	1
12699	Varga Farkas	2
12700	Esra Ersen,	3
12701	Jurij Carny,	1
12702	VÁMOSI Katalin -művészettörténész	2
12703	Polyák Levente  Kukucska Gergely,	2
12704	Gadó Flóra,	40
12705	Mátrai István,	4
12706	Okazaki Masato (fűrészhangszer)	4
12707	MAGNUM Photos,	1
12708	Szabó Anna Viola,	1
12709	Gályász Anett,	10
12710	Aubree Flaws,	2
12711	Lázár Eszter művészettörténész	2
12712	CHEN Shun-Chu,	2
12713	Pavel Klusák	2
12714	Somogyi Réka,	2
12715	Elsa Valle és Winand Gábor	1
12716	Deutsch Gábor/ Anorganik,	2
12717	Zvonka Simcic,	2
12718	Kiss Emese,	2
12719	Benkovits Bálint,	8
12720	FixC+ (FI): Fixation,	2
12721	Josef Wurm	4
12722	KÁLDI Katalin,	7
12723	Koťátková,	1
12724	Brückner János - Miloš Toth,	2
12725	Bächer Iván újságíró	2
12726	rendező,	6
12727	Markovits Éva	1
12728	Lipták Ágnes,	16
12729	közreműködik: Csetverikov Iván – gitár	2
12730	Dr. Illésné Dr. Kovács Mária egyetemi docens,	2
12731	Máger Ágnes festőművész	4
12732	Pribék Gábor,	3
12733	Márkus Péter	5
12734	Máder Barnabás keramikusművész,	1
12735	Zocskár Andrea,	2
12736	Batbaatar Togmid,	2
12737	Miriam Laussegger,	2
12738	Mártonyi Éva,	4
12739	Krystyna Bilak,	2
12740	Asri Sayrac,	7
12741	Csermanek Ltp.,	2
12742	GADÓ FLÓRA	2
12743	Burány Béla Pöcök,	2
12744	Orosz István grafikusművész előadása	1
12745	Alem Korkut,	1
12746	mag. Rudolf Roth	1
12747	BOGÁNYI KONCERT és KEREKASZTAL	2
12748	Hemrik László	22
12749	a CAP Kuwait művészeti vezetője,	2
12750	Fajgerné Dudás Andrea	4
12751	Tina Girouard,	2
12752	Aleksander Drakulic,	4
12753	Balla Gabriella,	3
12754	Csányi Viktor,	4
12755	Bogdan Bobrov,	2
12756	N. Mészáros Júlia,	16
12757	Pálhegyi Flóra,	4
12758	András Edit	11
12759	HELIDON GJERGJI,	1
12760	Kiss Levente,	2
12761	Frikker Zsolt,	2
12762	Sebestyén Ágnes Anna	2
12763	Kollár József	1
12764	Korodi Luca	9
12765	Emilio és Franca Morandi,	2
12766	Matthias Goose,	2
12767	Saber /live RAP/	2
12768	Kishonthy Zsolt művészettörténész,	2
12769	KOZMA Anita,	2
12770	KOFFÁN Károly ifj.,	2
12771	Stefano Farkas,	2
12772	Csatlakozó galériák	2
12773	fe Lugossy László,	12
12774	anna varro,	1
12775	Peter Greenaway: Párnakönyv	1
12776	Hódi László,	2
12777	Dubuc Gabriel,	2
12778	Documentation Centrer and Museum in Eisenhuttenstadt,	1
12779	Horváth Mátyás,	2
12780	Andrey Nepomnyaschev (RU),	2
12781	Gálhidy Péter szobrászművész	4
12782	Okwui Enwezor	1
12783	Paulo Moreira,	2
12784	Panasonic	1
12785	Maurer dóra	2
12786	Zene: Dóra Attila	2
12787	Grecsó Krisztián,	2
12788	Gát János	2
12789	Abel Ferrara: Testrablók	2
12790	Gerendi Anikó,	1
12791	MISTO - Naszádi Anna,	2
12792	MRÁZ János,	2
12793	Moholy-Nagy Művészeti Egyetem hallgatói,	1
12794	Bureau d’Etudes,	2
12795	Lázár Alexandra,	3
12796	Horváth Krisztián,	19
12797	Benkő Sándor,	2
12798	Tokai Gábor művészettörténész,	2
12799	Szelényi Iván	2
12800	Torma Eva,	1
12801	Naeem Mohaiemen,	1
12802	Sógor Ákos,	1
12803	Anatolij Shuravlev (RUS),	1
12804	Bujdosó Alpár iró	1
12805	JózsaÉva,	2
12806	Csernus Imre	2
12807	Katarína Poliačiková,	2
12808	Kárászy Szilvia,	1
12809	filmkritkus,	2
12810	Gábor Éva Mária	2
12811	Holló István,	4
12812	Hints,	1
12813	Laki Júlia,	5
12814	Olgiati,	1
12815	a Fotográfia szak adjunktusa	2
12816	Katherine Haskell,	2
12817	Horváth Dániel	6
12818	Baranyai b. András,	1
12819	Dr. Nagy Miklós orvos,	2
12820	Istvánkó Bea - az MKE Kortárs művészetelmélet MA végzős hallgatója,	2
12821	Füleky Adrienn,	15
12822	Emily Verla Bovino	2
12823	Macskin Dávid - trombita	1
12824	Luter Filho	2
12825	Kerezsi Nemere,	27
12826	Sárkány József művészettörténész	2
12827	Lelkes A. Gergely festőművész,	2
12828	Gehes Gábor	2
12829	a Szolnoki Képzőművészeti Társaság művészei	2
12830	Magyari Zsuzsi	2
12831	MAGYARÓSI Éva,	1
12832	Charlotte Gainsbourgh,	2
12833	Cakó Dániel Medárd,	2
12834	Fenyves Gabriella,	2
12835	Mattis Teutsch János	1
12836	Schall Eszter,	2
12837	Fehér Zsuzsanna,	6
12838	Olga Jitlina,	1
12839	Pető Zsófia,	2
12840	Chris Sharp	2
12841	ART MOMENTS FESZTIVÁL	2
12842	Michelle Silva,	2
12843	Dr. Dúll Andrea környezetpszichológus,	1
12844	Paul Peterson,	1
12845	Posta Máté,	22
12846	40 labor,	2
12847	GYURICS Balázs,	1
12848	Sibylle Bergemann,	1
12849	Nemes Laszlo Norbert,	2
12850	Dagrún Matthiasdottir,	4
12851	Éhn Gabi,	2
12852	Pátkai Ervin,	3
12853	Kelemen,	2
12854	Előd Ágnes szobrászművész,	1
12855	Cecília Bandeira,	2
12856	Márton László	2
12857	Jeroen de Rijke & Willem de Rooij,	2
12858	SALAMON Júlia,	2
12859	Kovács István	2
12860	Hunyadi Regina,	1
12861	Trafó kiadványok,	2
12862	dr.Sótonyi Péter egyetemi tanár	2
12863	Nemes Nóra,	1
12864	Kasso (Kassowitz Félix),	2
12865	BUDA Gábor,	2
12866	Gáll Attila  polgármester	2
12867	Turcsányi Judit,	1
12868	M. Miltényi Miklós,	2
12869	SZEBENI András,	2
12870	HESSISCHES LANDESMUSEUM DARMSTADT,	2
12871	Mórász Dávid	2
12872	Reichart Dóra,	1
12873	Jeney Zoltán,	7
12874	Boros Luca,	2
12875	Előadó: Szilágyi Ákos	1
12876	Orosz István,	29
12877	Készman József  kurátor,	2
12878	Luko Piplica,	1
12879	Tobischka Gabriella,	2
12880	Földes András	3
12881	Wëchter Ákos,	2
12882	Tihanyi Anna	4
12883	Danièle Huillet és Jean-Marie Straub	2
12884	a Francia Intézet igazgató helyettese	1
12885	Bajor Gizi	2
12886	Baksa-Soós Vera,	3
12887	Peter Tajkov	2
12888	Nagy Csaba Mátyás,	1
12889	Pajor Noémi,	2
12890	Sárváry Katalin,	4
12891	Sőrés Zsolt Ahad,	2
12892	Széphelyi F. György,	2
12893	Szász György szobrászművész és művészettörténész	1
12894	kulturális antropológus	1
12895	Orosz Márton művészettörténész	1
12896	Toma Luntumbue,	2
12897	Eva Fi¹erová üvegművész,	2
12898	Podmaniczky Szilárd	4
12899	Tóth Menyhért,	8
12900	Hérics Nándor,	12
12901	Lelkes István,	4
12902	Barta Judit,	2
12903	Gerber Pál	17
12904	Petrina Ildikó	2
12905	Kádár Katalin grafikusművész,	2
12906	Szentgyörgyi József,	1
12907	BÁNHEGYESY Antal,	2
12908	Szotyory László és Markovits Éva tárlatvezetése	1
12909	NÉMETH-KASSA Gábor m.v.,	2
12910	Kaliczka Patrícia,	40
12911	Ann Lislegaard,	2
12912	SERBAKOW Tibor	1
12913	Róth Miksa,	2
12914	BORSOS József,	2
12915	Fazekas István fotóriporter,	2
12916	MISETICS Mátyás,	4
12917	Korompai Péter	2
12918	Carl von Weiler,	2
12919	Barabás Richárd (HaHá)	2
12920	Kostyál László művészettörténész	2
12921	Révész Tamás,	4
12922	Papp Szilvia,	2
12923	Almási Miklós esztéta	1
12924	Horváth János,	4
12925	Deigner Ágnes építész,	2
12926	NAN (Alicja I Adam Panasiewicz) Rafani,	1
12927	Orimoto Tatsumi,	2
12928	MI KAFCHIN,	2
12929	PAUL HORN	2
12930	Novotny Dóri,	2
12931	EDI HILA,	1
12932	író-költő	2
12933	Bachmann Bálint  Markó Balázs,	2
12934	Karla Spiluttini,	2
12935	SOMOGYI Laura,	2
12936	Benczúr Emese	3
12937	Stanislava Gagacová (SK),	2
12938	Beat Kaufmann követtanácsos  Svájci Államszövetség Nagykövetsége	2
12939	Tolcsvay László	2
12940	NJ.) el&otilde;adása	2
12941	Békési Ervin,	17
12942	Jakab Tibor,	2
12943	SzabadTánc c. kiállításán	2
12944	Baky Péter festőművész / Művészetek Háza,	2
12945	MOME építész hallgatók,	2
12946	Domonkos Sára,	2
12947	Aj Vej-Vej,	2
12948	Adela Jusic / CRVENA,	1
12949	Alexander Brener es Barbara Schurz (Moszkva/Becs),	2
12950	MÁRIÁN Gábor,	2
12951	Márk Fridvalszki,	2
12952	Ivan CSUJKOV,	2
12953	Korányi Mátyás	2
12954	Az Iparművészeti Múzeum gyűjteményéből,	1
12955	Nagy Zsófia Magdolna,	10
12956	Perovics Zoltán,	3
12957	Lakner Lajos,	3
12958	Mogyorósi Tímea,	4
12959	Bozsik Péter,	2
12960	Tatjana Muravskaja,	2
12961	Dr.Keserü Katalin,	2
12962	P. Szabó Ernő művészettörténész,	5
12963	Majoros Áron,	12
12964	KwieKulik,	1
12965	Sigalit Landau	2
12966	Varga Eszter,	7
12967	Nemes Z Márió,	2
12968	Rácz Zoltán,	2
12969	Heinecke Uta	2
12970	A vendégeket üdvözli az egyetem leköszönt és új rektora,	2
12971	Nagy Csilla,	17
12972	Michaël Borremans	1
12973	Sáros András Miklós	2
12974	Reinhard Fritz projektvezető	2
12975	Alf Lechner (Németország),	1
12976	Révész János,	2
12977	Böcskei Balázs politológus	2
12978	Kőhalmi Viktória,	1
12979	Merjás Georgij	2
12980	Sergio Sarra,	2
12981	St.Auby Tamás a TNPU szuperintendánsa	2
12982	Karsay Katalin,	1
12983	Szöllősi Géza képzőművész	2
12984	Anyag nélkül,	2
12985	Kelet-Szlovákiai Múzeum vendégkiállítása,	2
12986	Hajdú Zsigmond a Déri Múzeum szakmai igazgatóhelyettese,	2
12987	Schramkó Péter	1
12988	Bábel Klára	2
12989	Leena Holmström,	2
12990	Dmitrij PRIGOV,	2
12991	FÁBER-KOVÁCS Krisztián,	2
12992	Műegyetem Rajzi Tanszék,	2
12993	Hrabéczy Ernő,	1
12994	Veszely Beáta (H),	3
12995	Joseph O’rourke,	2
12996	Fernezelyi Márton	4
12997	Sergio Moscona	3
12998	Imre Eszter,	1
12999	Nagy Kriszta x-T:,	2
13000	Vadim fiskin,	2
13001	Kovács Péter művészettörténész	4
13002	Baranyai Levente / festőművész	2
13003	Timar Katalin,	2
13004	Nagyváradi vizuális kommunikáció szakos hallgatók kiállítása,	1
13005	Részegh Botond	2
13006	Bohár András (1961-2006),	2
13007	Sean Caulfield,	2
13008	Pen-hug,	2
13009	Krystyna Bilak	1
13010	Kopek Gábor	6
13011	Keleti Éva	4
13012	Matthew Barney,	7
13013	Tóth Zsuzsa,	6
13014	Takács Bálint,	2
13015	Mia LIU Wen-Hsuan,	2
13016	Jurriaan Molenaar (NL),	2
13017	Universität für angewandte Kunst Wien,	2
13018	Antal Balázs & Hatházi László,	2
13019	Geibl Kata,	6
13020	Bráda Tibor festőművész	3
13021	Jovánovics György,	43
13022	Major Rebeka,	1
13023	Tompa Borbála (MOME-ANIM),	2
13024	Vizsolyi János szobrászművész,	2
13025	Rockenbauer Zoltán előadása	1
13026	Moritz Schleime,	2
13027	Friedmann Endre,	3
13028	Huszárik Zoltán	2
13029	Bán Ildikó,	4
13030	Ara Jerezian	2
13031	Erik Mátrai,	2
13032	Alexandra Reininghaus  osztrák művészeti újságíró	2
13033	Csécsei Dorottya,	8
13034	Kelényi Béla tibetológus	2
13035	Zakar Viktória,	4
13036	Barcsay Jenő,	40
13037	Park Junghyun,	2
13038	S. Nagy János,	1
13039	Dr. Iványi Brigitta,	2
13040	Wolf Vostell (D),	2
13041	Egységes Magyarországi Izraelita Hitközség,	2
13042	Markó Péter,	2
13043	Ócsai Károly,	5
13044	Kukorelly Endre záró tárlatvezetése és felolvasása	2
13045	Ewa Jacobsson ( Norv.),	2
13046	Magi István	2
13047	aatoth,	4
13048	"a VIVA TV ""Képben"" című kulturális magazinjának műsorvezetője"	1
13049	Lés#248;vaas & Wagle,	2
13050	GWIZDALA Dáriusz,	2
13051	Balás Eszter,	11
13052	Hés#229;vard Larsen,	2
13053	Péterfy Bori	2
13054	Orbán György,	46
13055	Rudolf és Ladislav Mo¹ko festőművészek,	2
13056	Lázár Dóri	2
13057	UMELEC Magazin,	2
13058	Pink Horse Trio,	2
13059	BMZ,	10
13060	CHOU You-Cheng,	2
13061	Inigo Navarro,	1
13062	CHIU Chen-Hung,	2
13063	Fejér Andor,	1
13064	Prof.  Stephen Scrivener  Dr. Hayley Newman,	2
13065	Kele Judit	1
13066	Síró Lajos,	4
13067	Fehérvári Tamás művészeti vezető	2
13068	Gulácsi horváth Zsolt,	2
13069	.	36
13070	Hajdu Levente,	2
13071	Művészeti és Művészetelméleti Szakkollégium Kísérleti dokumentumfilm munkacsoportja,	2
13072	BODNÁR LÁSZLÓ,	2
13073	Pannonhalmi Zsuzsa keramikusművész,	2
13074	Kelemen Bíborka,	4
13075	Öreg Nóra,	1
13076	M Tóth Éva	1
13077	Nyulasi Öcaline Zsolt,	2
13078	Rafael Y. Herman,	2
13079	Benczúr Gyula,	1
13080	Dr. Susanne Bachfischer	2
13081	Szatzker Zsanett,	1
13082	Hajdu István művészettörténész	3
13083	Szauer Péter  a Műértő kiadója	2
13084	Benes Beatrix,	2
13085	Larry Clark	2
13086	francia gondolkodó,	2
13087	Temesi Ferenc,	2
13088	Antonio Sammartano,	2
13089	HEGEDŰS Mária m.v.,	2
13090	A Nyílt Társadalom Archívuma,	2
13091	Szentesi Csaba - Végh Marcell- Brigitte Lang,	2
13092	Guillaume Dégé,	2
13093	Vojnits-Purcsár Vító,	2
13094	Bruno Mokross,	2
13095	Sebastião Salgado Genesis című kiállításához kapcsolódó program,	6
13096	Ciprian Mureºan,	2
13097	Paula Muhr,	2
13098	Hiromi Akiyama,	2
13099	Chen,	4
13100	Kulinyi István,	5
13101	Ewa Solarz	1
13102	Matt Moffett,	2
13103	Kiss Zsombor,	2
13104	SANAI MASAFUMI,	2
13105	Alfons Mucha	2
13106	Szegő György,	13
13107	Zoran TODOROVIĆ,	4
13108	Remsey Dávid,	4
13109	Kádár Levente,	6
13110	Marika DANČ-ROTH,	4
13111	SZÖVETSÉG,	1
13112	Balázs Viola Veronika,	2
13113	STEFANOVITS Péter m.v.,	2
13114	CLAUDIA LAURO - TURCSÁNY VILLŐ,	1
13115	Wolfram Knöfler,	2
13116	Vincze Angéla festőművész,	2
13117	Anikó Herbert,	2
13118	Jade Niklai	2
13119	a Görög Köztársaság Nagykövete	2
13120	FALCONER XAVÉR Ferenc,	1
13121	Károlyi Ernő festőművész,	1
13122	Birkás Nelly fotóművész	2
13123	Bajusz Orsolya,	21
13124	KuK,	1
13125	Dr. Liptai Kálmán az Eszterházy Károly Főiskola rektora	2
13126	Jair Straschnow,	1
13127	Péterffy Zsófia,	2
13128	Hegedűs Anett Lilla,	5
13129	Tima Zoltán	4
13130	Jan Danebod,	4
13131	Entz Sarolta	2
13132	műgyűjtő,	4
13133	Kampfl József	2
13134	Tue Greenfort,	2
13135	Michael Elmgreen és Ingar Dragset,	2
13136	Lévai Balázs,	7
13137	Katarzyna Korzeniecka,	2
13138	Somosi Rita,	38
13139	Katharina Bach,	2
13140	magyar és külföldi - FLUXUS ÉS KONCEPT,	2
13141	Kopin Katalin	10
13142	Marosi Kata,	1
13143	Sárváry István,	2
13144	Csordás Gábor; Támogató: Vetlanda Kft.	3
13145	Pinczés József	4
13146	Mányoki Ádám,	2
13147	Miguel Angel Ríos,	2
13148	Madarassy György Tamás festőművész	2
13149	An Sejin,	2
13150	Horkay István	1
13151	Tanítványok,	2
13152	Kőbányai János író,	1
13153	Ekler Dezső DLA	2
13154	Khalil Abou Hadid,	2
13155	Szőke Gábor Mik,	1
13156	Szabó Dezsó,	2
13157	SCHMIDT HAMMER LARSEN ARCHITECTS,	2
13158	Muladi Brigitta	89
13159	Kiállításmegnyitó és katalógusbemutató beszélgetés Szöllősi-Nagy András és Nemes Judit műgyűjtők és Ébli Gábor esztéta részvételével.	2
13160	BORTNYIK Éva–TUBÁK Csaba,	1
13161	Lukáš MUSIL,	1
13162	Rieder  Gábor	2
13163	Makkay István,	2
13164	Tatlin,	6
13165	SZABÓ NORBERT,	2
13166	MOME MOVEMENT,	2
13167	Zombori József,	8
13168	Menich-Horváth István,	2
13169	Bódi Kinga,	6
13170	Holger Gothart Herrmann,	2
13171	Somogyi Pál,	2
13172	Tinei,	2
13173	Páhi Péter	2
13174	Seres János,	4
13175	Koroknai  Zsolt,	2
13176	Totth Benedek	2
13177	Joe Cancilla,	1
13178	Koronczi,	3
13179	grafikusművész,	5
13180	Wojtek B±kowski,	2
13181	Meggyes László,	5
13182	Lev,	2
13183	Sigismond Vajay,	3
13184	FEHÉR István,	1
13185	Bali Edina Zsanna	2
13186	Szöllősi Géza	2
13187	Hermelinde Hergenhahn es Nemere Reka	1
13188	szociális munkás,	1
13189	Gruber Béla,	5
13190	Pál Csaba képzőművész,	1
13191	Christina Mitrentse,	2
13192	Pénzes Kristóf,	2
13193	franyo aatoth,	7
13194	Hanna Wróblewska,	2
13195	Om Bori,	2
13196	Szabó,	3
13197	Aggtelek,	2
13198	Bayer Ilona	1
13199	Holló Barnabás,	2
13200	Miltényi Tibor	2
13201	Kőrösi Boglárka	2
13202	Győri Márton	2
13203	Mulady Brigitta	1
13204	ATLASZ GÁBOR,	2
13205	Botond	1
13206	dr. Francesca Pietracci,	2
13207	Bob Jószef,	2
13208	Oliva Maria Rubio,	2
13209	Cserna Szabó András,	2
13210	M.C.Herbst,	2
13211	SCHIN Júlia,	2
13212	Beregi Edina,	2
13213	Novák Péter János,	2
13214	Lak Róbert,	2
13215	Nágel Kornél Grafikusművész,	1
13216	Oliver Ressler,	2
13217	ifj. Gulyás Gyula,	4
13218	Fazekas Zoltán Ózd alpolgármestere,	2
13219	Korga László,	2
13220	Ujj Zsuzsanna,	2
13221	Schmal Károly képzőművész,	2
13222	Tátrai Annamária,	2
13223	Nagy Benjamin,	10
13224	Mester Kata,	2
13225	Hollós István,	3
13226	Pápai Flóra,	2
13227	Kecskés Orsolya,	11
13228	Andrea Maria KRENN,	3
13229	Borbély Szilárd	6
13230	Moni K. HUBER,	1
13231	Günter Brus,	6
13232	Kesselyák Rita,	4
13233	Bram Bogart,	2
13234	Irina DROZD,	1
13235	Ilka Rita performansza,	1
13236	dr. Beke László,	3
13237	Iara Pezutti,	2
13238	Horváth Beáta	1
13239	Péli,	1
13240	irodalomtörténész	3
13241	Soós Katalin	1
13242	Dr. Stefan Okruch,	2
13243	KIM Chang-Soo ROK m.v.,	2
13244	Katona László,	6
13245	Rófusz Ferenc	2
13246	ARKADIUSZ IGNASZAK,	2
13247	Darvas Kristóf	2
13248	Baranyay András	4
13249	akadémikus,	5
13250	Dr. habil DLA É. KISS Piroska	2
13251	Christian Zillner - Dorsánszki Adrienn - Révész László László	2
13252	Battha Gáspár,	2
13253	ef Zámbó István	2
13254	Szombathy Bálint (YU),	1
13255	KORALEVICS Rita,	2
13256	Szandelszky Béla,	2
13257	Emberi Erőforrások Minisztériuma,	4
13258	Kucsák László miniszteri biztos,	2
13259	Kores (Korcsmár Eszter),	2
13260	Dombrovszky László,	1
13261	Benjamin Ducroz (AU),	2
13262	Magyar és külföldi street art művészek	2
13263	Rautner Fritz,	1
13264	Fernando Renes,	2
13265	Déri Enikő	2
13266	BOB JÓZSEF,	2
13267	Aleya Hamza,	2
13268	BA (Besorolás Alatt),	2
13269	Kiállítások,	1
13270	Kiss Viktória,	13
13271	Dr. Matits Ferenc - művészettörténész	2
13272	NÉMETH Domonkos Tamás,	2
13273	Borbély László művészettörténész	2
13274	Nemzeti Kutlurális Örökség Minisztériuma	1
13275	Orr Lajos,	1
13276	Petrás Alina,	2
13277	Kő Boldizsár	2
13278	Herpai András	6
13279	Gábos József	2
13280	Hans Arp,	1
13281	Matthieu Clainchard,	4
13282	Radoslaw Gryta,	2
13283	Zolnyánszki Zsolt,	2
13284	Égli Sári,	2
13285	®iga Kari¾,	1
13286	zeneszerzo,	2
13287	MANDRILE Cecília AR m.v.,	2
13288	Juha Richárd,	6
13289	8-16 év közötti fiatal alkotók,	2
13290	Kós Eszter,	2
13291	Michal Kolecek,	1
13292	H.R. Giger,	2
13293	Alice Creischer/Andreas Siekmann,	2
13294	Waliczky Tamás,	18
13295	Csizmadia Bendegúz,	2
13296	ANNA MARGIT,	2
13297	Lysann Buschbeck	2
13298	Várady Rób	2
13299	Gaál József képzőművész,	1
13300	Szűcs György  művészettörténész	2
13301	Esteban De La Torre (EJTECH)	2
13302	Björn Perborg,	1
13303	Richard Paul LOHSE,	2
13304	Dr. Professor,	2
13305	Sostar? / Why? {roma} művészcsoport,	2
13306	Imre Zsófia	4
13307	Alan Bulfin (EI),	3
13308	Dieter Roelstraete,	1
13309	Frank Faulkner,	2
13310	Marek Janiak,	6
13311	Galgóczy Zoltán	4
13312	címzetes egyetemi tanár	3
13313	az Esztergom-budapesti Főegyházmegye segédpüspöke	2
13314	Czabán György	2
13315	RÓNAI Péter (H/SK),	2
13316	Pálinkás Bence,	7
13317	közreműködik: Barkóczi Noémi gitár,	2
13318	FÁBIÁN Kitti,	2
13319	BABINSZKY CSILLA,	1
13320	Yoko Ono,	18
13321	Office for Subversive Architecture,	11
13322	DARGAY Lajos,	1
13323	Dr. Thomas Birtel	2
13324	Toncz Tibor,	2
13325	Bakos Katalin művészettörténész	2
13326	Süvecz Emese,	12
13327	Roi Vaara,	2
13328	Herendi Péter,	35
13329	Csernátony Lukács László,	17
13330	Gurgel Fanny - gordonka	1
13331	François Fiedler,	4
13332	Batykó Róbert	4
13333	Borzsák Veronika,	4
13334	Pawel Slota,	3
13335	SOLT ANDRÁS,	1
13336	Ekler Dezső életmű-kiállítása,	2
13337	Koszta József,	4
13338	110 mìvész  21 országból,	2
13339	Lenzsér-Mezei Kata,	2
13340	Véssey Gábor festőművész,	2
13341	Vibeke Mascini,	4
13342	Rade PETRASEVIC,	2
13343	Hirose Satoshi,	2
13344	Ricz Géza,	4
13345	Varga-Amár László,	11
13346	műgyűjtő	12
13347	koncertet ad: Jan Vojtek - zongora	2
13348	Zenél Sipos Mihály (a Muzsikás együttes tagja),	2
13349	Komlovszky-Szvet Tamás,	16
13350	brit,	1
13351	Dora García,	2
13352	Durucskó Zsolt,	2
13353	a Lengyel Köztársaság nagykövete,	1
13354	Láng Eszter	4
13355	SZÉKELY Sebestyén (R),	2
13356	feLugossy és a Tudósok tánczenekar	1
13357	Kutasi Attila,	2
13358	Vittoria Mainoldi,	2
13359	Mózes Katalin,	3
13360	Babos Bertalan Zsili,	6
13361	Százados László	14
13362	az Urban Report szerkesztőségének tagjai	2
13363	Kiss Ferenc,	2
13364	Gammicchia,	2
13365	Derkovits-ösztöndíjasok,	4
13366	Kónya Béla,	2
13367	Elvine Lund,	2
13368	Cristina Fessler,	2
13369	Izinger Kati,	56
13370	a dallasi Magyar Kulturális Centrum alapítója	1
13371	Szinyova István Gergő,	1
13372	Sipos Dániel	2
13373	Neeme Külm	2
13374	SZEMERÉDI ENDRE matematikus	2
13375	Lukács Gábor festőművész,	1
13376	MOHA zenekar	2
13377	Kelenyi Bela,	1
13378	Surányi Nóra,	19
13379	Kerekes Gábor. fotográfus,	2
13380	Oliver Šin,	4
13381	Kiállítás a Japán Alapítvány szervezésében,	1
13382	Borsos István szobrászművész	2
13383	Novoszádek Péter,	2
13384	•• DARADICS Árpád •• DÁRDAI Zsuzsa •• DÁVID Vera •• DETVAY Jenő •• DOBOS Éva •• DROZSNYIK István •• DULLEDWOSIŃSKA Elżbieta PL •• DZIOMDZIORA Marta PL •• ENYEDI Zsuzsanna •• FABER-KOVÁCS Krisztián •• FÁBIÁN Kitti •• FÜLEKY Adrienn •• GÁBOR Enikő ••,	2
13385	BAÁSZ Imre,	2
13386	Ruttka Andrea	3
13387	Korniss Mihály	2
13388	VETŐ - ZUZU,	1
13389	Nyakas ILona	2
13390	Joost BALJEU,	2
13391	MKE Intermédia Tanszék	2
