	step6	version 6 - top sim	version 6 - cnt
2840	borbath erika	59	2
2841	mattis teutsch janos	53	7
2842	egy kis erzsi zene	51	2
2843	meszlenyi karoly	62	6
2844	haha moderatorok	58	2
2845	petras maria	67	2
2846	kiraly marton	69	2
2847	bpszabo gyorgy	81	4
2848	klaus groh	57	4
2849	rudolf schwarzkogler	58	2
2850	varga dorottya eszter	62	2
2851	dunai monika	69	2
2852	horvath villo	69	7
2853	london fieldworks	50	4
2854	palos miklos	62	6
2855	bob joszef	64	2
2856	natasa pavlovszkaja	50	2
2857	kuba b+-kowski	54	2
2858	foti lazar	57	7
2859	reinhardt csaba	56	2
2860	komjathy anna	73	2
2861	fabokdobriban fatime	58	10
2862	ppp bakos gabor	85	2
2863	petocz andras peter agnes repaszki bela repaszki ferenc ruzsa denes sandor edit sos evelin spitzer fruzsina stark istvan szalai judit	35	2
2864	benko katalin	70	2
2865	bortnyik eva-tubak csaba	56	1
2866	hans pollhammer	56	2
2867	hoffmann tamas	79	5
2868	barcs krisztina	75	2
2869	friedrich kiesler	51	2
2870	bornyi marton	69	1
2871	juraj oprsal	55	6
2872	lieber erzsebert	61	2
2873	rune mields	50	1
2874	magyar mernoki kamara tarszerkezeti tagozat	55	2
2875	eltes barna	64	10
2876	igoresivan buharov	53	2
2877	hauser lilian beata	55	1
2878	holly streekstra	48	3
2879	kostas makrinos	62	2
2880	menu pont galeria	69	1
2881	domotor tamas	72	2
2882	szegedi kata	64	1
2883	jahangir matboo	58	2
2884	orsovai dezso	64	2
2885	gerevich jozsef	67	2
2886	fazekas veronika	77	2
2887	balint istvan	71	2
2888	kacser laszlo	75	33
2889	veszi tamas	70	2
2890	somodi ildiko	62	2
2891	vinay sharma	64	2
2892	jonas georg christensen	56	2
2893	kaspar goba	57	2
2894	hatvani orsi	58	2
2895	udvary ildiko	62	5
2896	toth anna eszter	67	16
2897	marilou lemmens	55	6
2898	marosvari gyorgy	67	2
2899	szoke imre	56	4
2900	galbovy attilapeli barna	51	2
2901	muhely alapitvany	52	2
2902	jozsef attila kor	62	2
2903	wilmar koenig	62	2
2904	philipp hoch	46	2
2905	timar katalin	71	134
2906	fekete richard	69	2
2907	bukor kata	80	2
2908	yorgos sapountzis	55	4
2909	joost rekveld	46	2
2910	fazekas daniel	67	2
2911	biljana klara klaric	49	1
2912	giuseppe salvatori	53	2
2913	margocsy istvan	81	2
2914	khorvath zsolt	67	7
2915	tooth gabor andor	58	9
2916	fekete zsuzsanna	73	10
2917	galambos tamas	64	14
2918	bella dora	60	2
2919	ruboczki erzsebet	71	1
2920	mr johnessco rodriquez	43	2
2921	kiserleti popperformansz csoport	53	2
2922	gerlinde schrammel	60	6
2923	lajko nora	60	2
2924	orvos andras	62	2
2925	miko csaba	56	2
2926	gaal julia	70	2
2927	bakonyi mihaly	59	7
2928	nemet zoltan szabo agnes szabo tamas szvoboda viki	48	2
2929	kateoina (c)eda	56	8
2930	banffi brigitta	53	2
2931	megszolalataja gyulai csaba	46	2
2932	tornyai janos	75	15
2933	toth viktor	81	3
2934	aknai janos	75	1
2935	fajcsak gyorgyi	65	4
2936	szalai zoltan	75	2
2937	szombathy balint szepsegkutato	49	22
2938	frida kahlo fazakas julia	51	2
2939	enyingi tamas	67	4
2940	ines schaber	60	2
2941	silvio monti	64	1
2942	michail kolecek	57	2
2943	koszontot gina giannotti olasz intezet igazgatonoje	56	2
2944	leonardo nobili	53	2
2945	rigo maria kurzusa	56	4
2946	melcher mihaly	80	6
2947	bartha sandorbartha sandor	63	1
2948	megelevenitett osbemutato	45	2
2949	lovag zsuzsa	75	2
2950	erhardt miklos	62	93
2951	toth zoltan	70	7
2952	eleni marini	61	2
2953	katherine mcmahon	65	2
2954	paula muhr	57	2
2955	dan merta kurator	55	2
2956	kamila dziedzic	50	2
2957	koma tarsulat	58	2
2958	dj lavor	50	2
2959	adrian manolescu	59	2
2960	galyasz zsofia	69	2
2961	stturba tamas netrafugynok	46	2
2962	jankay tibor	70	2
2963	regos istvan	81	33
2964	rozsa bela	67	2
2965	bekes rozi	64	4
2966	albin ray	58	6
2967	friso wiersum	50	2
2968	koroknai zsolt videofilmje	54	1
2969	strohner marton	64	2
2970	markku salo	64	1
2971	radics marta	87	6
2972	golub olena ukr	48	7
2973	stepanovic tijana	58	10
2974	kalmar bence performansza	65	1
2975	palfai karoly	62	1
2976	kunos tamas	64	2
2977	varnagy tibb	67	2
2978	oszter dezso	64	6
2979	kiskun muzeum	46	1
2980	samu janos vilmos	69	2
2981	torok nelly	61	2
2982	zelena veronika	77	8
2983	zuzia kotecka	57	2
2984	vasil artamonov	62	7
2985	vagolevai katalin	60	4
2986	barta edit	64	28
2987	juhasz gabor	70	5
2988	fabian gyongyver	58	2
2989	dovin galeria	72	2
2990	danel mona feischmidt margit	48	2
2991	magyar ede	76	1
2992	torok ferenc	78	9
2993	szalay peter	73	66
2994	konig frigyes magyar kepzomuveszeti egyetem	75	4
2995	kurtag judit	73	2
2996	komolay szabolcs debrecen	52	2
2997	kisfaludy andras	62	3
2998	kozak zsuzsa	75	2
2999	nicole antebi	48	4
3000	serge charton	64	2
3001	vegvari zsofia	77	6
3002	modem modern	52	2
3003	szulyovszky sarolta	57	2
3004	nadas eszter	67	7
3005	lena bosch	50	1
3006	paloczy krisztina	75	2
3007	dallasi magyar kulturalis centrum	49	1
3008	maha maamoun	52	2
3009	laura denning	62	2
3010	aurel tent	52	1
3011	berenyi gyula	56	2
3012	daniela bombelli	60	2
3013	issa touma	63	2
3014	olajos gyorgy szirmay zsanett	50	2
3015	hovari janos	72	10
3016	kepzomuveszek performanszai	65	2
3017	ozsnyik istvan	79	25
3018	szlovak intezet	56	2
3019	norbert engel	55	2
3020	joanna malinowska	62	2
3021	the bluesoup group dmitryi logutov	41	2
3022	barta janos	82	4
3023	gabor eniko ozsnyik david	51	2
3024	jordan katica	61	2
3025	hejettes szomjazok	52	2
3026	marafko bence	54	12
3027	stefano scheda	67	2
3028	abanovak vilmos	69	4
3029	barkoczy janka	80	2
3030	jobbagy bernadett	61	4
3031	ilya trofimenko	50	2
3032	halla tibor	70	8
3033	vasi szalon	63	2
3034	rathonyi kinga	57	3
3035	szunyogh laszlo	71	6
3036	getto tamas	70	3
3037	karin ferrari	56	2
3038	kustany katalin	71	2
3039	ferencz gyozo	54	5
3040	jaro kysa	60	2
3041	az mke	67	4
3042	sandor dorolutz fleischer	57	2
3043	pal viktoria	61	4
3044	kiss mark	70	2
3045	egressy zoltan	62	4
3046	fabian brechtle	53	2
3047	fodor fanni	58	2
3048	gyulai levente	52	2
3049	korusz jozsef	64	2
3050	molnar ferenc	72	8
3051	gerocs peter	67	2
3052	schill bernadett	61	2
3053	bogar zsofia	77	2
3054	zaszkaliczky peter	73	2
3055	lukasz skapski	62	3
3056	esch mihaly	80	15
3057	paul frankl	60	2
3058	kungl gyorgy	64	6
3059	kozma alexandra	73	2
3060	csapo csilla szekesfehervar megyei jogu varos onkormanyzata	51	1
3061	hanna schimeck	53	4
3062	egyed judit	61	1
3063	karandi monika	69	11
3064	kazimierz podsadecki	50	2
3065	kiraly vilmos	77	2
3066	hofmann tamas boldi	79	2
3067	csabai laszlone	71	1
3068	ema kugler	58	2
3069	aleksander akulic	53	4
3070	annette schroter	57	5
3071	syporca wandhal	52	4
3072	eloadok tony godfrey	49	3
3073	megyeri andras	64	2
3074	andro wekua	60	2
3075	balazs alfred	52	1
3076	nem mi voltunk crew	44	2
3077	raba judit	73	1
3078	guillaume dege	52	2
3079	florian aschka	59	4
3080	kovacs gergely	62	27
3081	kosza sipos laszlo	67	2
3082	lisa steele	55	2
3083	sandra araujo	58	2
3084	szentgyorgy erika	67	2
3085	vinca kruk	55	2
3086	photography review	52	4
3087	eva grunwald	50	4
3088	jakatics szabo veronika	67	2
3089	zombori andris	64	1
3090	hans vliet	56	2
3091	mata attila	70	28
3092	anselm wagner	59	3
3093	riederauer richard	69	2
3094	daniel dewaele	60	2
3095	europai tanacs	62	2
3096	gyorffy tamas	67	2
3097	james hong	48	4
3098	dietmar lupfer	58	2
3099	daniel knorr	57	4
3100	adamko david	52	21
3101	bokor kato	80	2
3102	kiraly iliasz	77	4
3103	czira sara	64	1
3104	dorka kaposi	62	2
3105	salamon julia	70	38
3106	bortnyik sandor	69	4
3107	klub vittula	50	2
3108	benes jozsef	67	2
3109	kriza akos miskolc megyei jogu varos	51	2
3110	gaspar szilvi jazz band	52	2
3111	bme gep	56	2
3112	gazsi rap show	50	4
3113	hefter laszlo	75	3
3114	kolcsar zsolt	67	1
3115	ligetfalvi zsolt	71	2
3116	asa darmatriaji	59	2
3117	liziczai reka	54	4
3118	plesznivy akos	57	1
3119	raffay bela	67	2
3120	varga jozsef zsolt	65	13
3121	witold krassowski	52	1
3122	cserne klara	62	6
3123	birkas istvan	77	8
3124	gagyi agnes	80	1
3125	csurka eszter	64	121
3126	tot endre	63	51
3127	maria hitzenberger	55	2
3128	daradics arpad	77	55
3129	bartha jozsef	75	7
3130	victora zsolt	67	81
3131	danielsen architecture	56	2
3132	grof ferenc	78	63
3133	rudolf roth	58	1
3134	lorincz ferenc	71	2
3135	epiteszeti kar	60	2
3136	olbrich jurgen	57	1
3137	stenczer sari	61	34
3138	hann endre	63	2
3139	kidlinger peter	67	2
3140	feher trixi	52	2
3141	emily pethick	50	2
3142	peter vladimir targytervezo	53	2
3143	sparwasser hq	52	2
3144	szuts attila	70	2
3145	vivienne gamble	57	2
3146	martinko jozsef	71	6
3147	sajgo attila	70	4
3148	jang keun park	50	2
3149	aranyi flora	62	2
3150	francisco villarroel	48	2
3151	homonna gyorgy	67	8
3152	pika na	67	4
3153	zene dj bootsie	59	2
3154	jarek kubicki	53	2
3155	vladimir boudnik	53	4
3156	bada zoltan	78	2
3157	joseph losey klein	47	1
3158	toth pitya istvan	60	1
3159	patrizia dottori	53	2
3160	szabo aron	61	4
3161	metropolitan egyetem animacio szak	50	2
3162	fenykepeszek mke	53	2
3163	hay agnes	80	23
3164	marta nadolle	69	1
3165	illes istvan	75	3
3166	mezo janos	75	2
3167	furedy lilly	50	2
3168	magyar dora	76	2
3169	bakos zoltan	78	1
3170	horvath hanna	73	2
3171	tabori laszlo	75	2
3172	verebics kata	64	2
3173	gazdag peter	67	6
3174	varadi brigitta	77	2
3175	mark wallinger	58	2
3176	annegret heinl	52	4
3177	ico askin yigit	48	2
3178	nafy tamas	64	2
3179	vincze otto	64	45
3180	benoit decron	58	2
3181	benera anca	62	1
3182	mariann mayer	60	2
3183	pallagi peter	78	2
3184	belicza laszlo gabor	62	6
3185	ioan bunus	60	2
3186	palos gyorgy	70	1
3187	hegedus janos	64	4
3188	toth zsuzsanna	72	4
3189	nadasi laszlo ivan	59	2
3190	jovian gyorgy	67	44
3191	kaszas karoly	62	4
3192	hajagos andrea	67	2
3193	eselyegyenlosegi miniszterium	50	2
3194	mesko norbert	57	1
3195	abrai barnabas	58	1
3196	kis pal	60	2
3197	goz szinpad	55	2
3198	yoko ono	55	20
3199	horvath loczy judit	56	1
3200	gaspar tamas	67	5
3201	herman aliz	53	4
3202	vago reka cipotervezo tarlatvezetese	53	2
3203	christiane john	52	5
3204	vaclav jiru	55	1
3205	katharina sieverding	52	5
3206	grazka lange	56	1
3207	nakamura tetsuya	52	4
3208	kallos juditettortenesz	51	2
3209	lang gyozo	64	2
3210	visnyei ilona	64	5
3211	dij societe realiste	53	2
3212	nagy karolina	75	20
3213	faa balazs	64	37
3214	toth istvan bogyo	69	1
3215	racz aladar	64	2
3216	bakos eva	67	2
3217	josef danner	87	4
3218	ludovics thiriez	52	2
3219	schopp ildiko	45	11
3220	klaas kloosterboer	52	2
3221	egon bunne	60	2
3222	martincsak kata	60	2
3223	makai eva	70	2
3224	rozsa gyula	70	2
3225	koska zoltan	70	2
3226	team fw	42	2
3227	beothysteiner anna	62	2
3228	nemes csaba dla	64	1
3229	liko marcell	61	2
3230	friedemann albert	60	3
3231	hoffmann istvan mugyujto	59	2
3232	munkacsy mihaly	64	7
3233	raya al souliman	55	2
3234	paul delpani	52	2
3235	faberkovacs krisztian	70	5
3236	makai gabor	70	2
3237	marton zsofia	69	4
3238	mujdricza peter	59	7
3239	andras csefalvay	58	2
3240	tokodi edina	55	2
3241	mikus aron	64	4
3242	balazs mariann	80	9
3243	szentivani janos	64	4
3244	danilo eccher	53	1
3245	magyar dorottya	62	2
3246	desislava unger	52	2
3247	jose barsi	64	2
3248	kadar janos miklos	57	5
3249	gobolyos luca	56	53
3250	erdely daniel	69	14
3251	four films miklos erdely	49	2
3252	francesca marti	62	2
3253	lantos ferenc	55	11
3254	lang peter	78	2
3255	manon bursian	62	2
3256	anneliese schauer	60	2
3257	manyi esztella	69	2
3258	doczy alpar	64	10
3259	ziegfried zielinski	58	2
3260	molnar gergely	74	7
3261	czimra gyula	70	4
3262	henri cartier	62	1
3263	kornis mihaly	96	4
3264	termektervezo tanszek	65	2
3265	toth ego istvan	69	8
3266	petra koivisto	52	2
3267	kozelites muveszeti egyesulet	59	10
3268	szego david performansza	62	2
3269	illes bodi barbara boba	52	2
3270	farkas tamas	67	4
3271	kiss adrian	64	19
3272	hirose satoshi	58	4
3273	lekai sandor	75	2
3274	wesselenyigaray andor	59	4
3275	kovacs keve	62	2
3276	moho design	59	2
3277	viafarini documentation center	54	1
3278	poharnok mihaly design center	54	1
3279	kishonty zsolt	62	2
3280	borocz sandor	74	2
3281	jager attila	75	5
3282	kalnokigyongyossy marton	47	4
3283	spiritus noister	57	1
3284	alexander gyenes	62	2
3285	hogyan zoldfeluletek	50	2
3286	bartalus sandor	76	2
3287	korei sandor	75	8
3288	cyranski maria	67	4
3289	artur zmijewsky	50	2
3290	az elso magyar latvanytar	50	1
3291	peter bogner	64	4
3292	nezer berliner kunstverein	53	2
3293	jurik kristof	56	1
3294	zbigniew rybczynski	67	12
3295	gyimesi andrea	85	4
3296	gati gyorgy	70	13
3297	philippe zeller	52	3
3298	zselinsky miro	56	2
3299	koralevics rita	57	23
3300	lukats andor videoinstallacioja	47	2
3301	vendegek andrasi gabormuerto	53	1
3302	angelica karolyi	62	2
3303	karel cisao	61	2
3304	wojtek b+-kowski	54	2
3305	zvolszky zita	56	5
3306	ashraf fawakhry	54	2
3307	szegvari katalin	69	2
3308	nemes mario	62	67
3309	csakimaronyak eva	59	2
3310	vaszko zsolt	71	2
3311	andrzej tomasz rudkiewicz	51	1
3312	countess marguerit limburgstirum	47	2
3313	mierlituiu emilia	56	2
3314	sebesi sandor	72	2
3315	juhasz rjozsef	67	2
3316	keszman jozsef sorozatszerkeszto	56	2
3317	mulasics janos	61	2
3318	egervari julia	60	11
3319	martin bricelj	57	2
3320	matisz richard	59	4
3321	nagy katica	75	1
3322	laposi daniel	69	2
3323	heini nieminen	52	1
3324	pavel toplak	67	4
3325	bincsik monika	57	3
3326	amanda carvalho	58	2
3327	aura hakuri	58	2
3328	ayelet hashachar cohen	51	2
3329	szirmai nora	67	6
3330	bus boglarka	58	2
3331	helidon gjergji	48	1
3332	parakovacs imre	69	4
3333	lorand janos demeter	56	2
3334	krystyna pieronkiewiczpieczko kuratora	44	2
3335	levai jeno	64	4
3336	kenedi erzsebet	55	2
3337	judith hopf	50	1
3338	karol ondreieka	56	2
3339	paszternak zsolt	71	4
3340	kiraly peter	69	2
3341	lengl orsolya	69	6
3342	umbriai keramikusok	67	1
3343	university arts london ccw gradualis iskolaja	42	2
3344	schmidt hammer larsen architects	55	2
3345	adalberto mecarelli	58	2
3346	farkas zsolt	67	4
3347	vass zoltan	70	4
3348	enzsoly kinga	61	24
3349	johanna marcude	64	2
3350	ajpek orsi	60	2
3351	mihalyffy laszlo	73	1
3352	bogdan janos	86	2
3353	simon karoly iparmuveszeti muzeum	68	2
3354	beszelgetes krzysztof wodiczko kepzomuvesszel	44	1
3355	szepesi attila	67	2
3356	zambo bianka	56	2
3357	balazs beladijas gulyas miklos	54	1
3358	magyar orszagos muveszi kezmuves egyesulet	59	1
3359	flo kasearuval hegyi dora	51	2
3360	blaho borbala	57	39
3361	incze mozes	64	43
3362	schneller domonkos	49	2
3363	majoros lili zsofia	69	2
3364	gaya arutyunyan	53	6
3365	pavel rudolf	70	2
3366	yoon seungjoong	52	2
3367	vasvari csaba	74	2
3368	agnes hamvas	64	4
3369	mayer eva kelecsenyi csilla	49	2
3370	herwig bayerl	62	1
3371	ban janos	86	2
3372	szilard klara	58	2
3373	zellei boglarka eva	58	14
3374	nyiri katalin	69	2
3375	eneliis semper	58	3
3376	michal valent	55	2
3377	geibl kata	57	16
3378	erdely miklos	69	78
3379	korniss mihaly	96	2
3380	olasz designerek	59	2
3381	bohumil hrabal	52	2
3382	gabornagy nora	57	5
3383	balogh palek	52	2
3384	dienes gabor	67	2
3385	muller peter sziami exkodex	49	1
3386	durucsko zsolt	69	2
3387	jong soung kimm	47	2
3388	branka stipancic	54	1
3389	performansz borocz andras	58	2
3390	onur senturk	50	2
3391	marijke warmerdam	58	1
3392	palfy sandor dla	60	2
3393	laura mcguire	58	2
3394	muresan gheorghe	60	2
3395	tamasi zoltan goly	62	2
3396	kunkovacs laszlo	73	3
3397	elte btk	56	4
3398	stefan lengyel ipparmuveszeti egyetem	63	2
3399	je belle	52	2
3400	sz varga agnes kabo	52	4
3401	gat janos	78	2
3402	jenei szilveszter	62	2
3403	verebics kati	57	21
3404	dagmar schurrer	50	2
3405	david attila norbert	63	5
3406	almer zsuzsanna	69	2
3407	debreceni egyetemi szinhaz	52	2
3408	adrijan praznik	55	1
3409	nagy kriszta xt performansza	62	2
3410	diana marincu	67	6
3411	eber mark aron	59	1
3412	zbigniew zamachowski	67	3
3413	merjas georgij	60	2
3414	tahin gyula	64	3
3415	bicskey laszlo	64	2
3416	bodor aniko	61	33
3417	candice breitz	55	2
3418	cheryl dunn	50	1
3419	pierreetienne morelle	51	2
3420	pecsics maria	67	10
3421	alexandra reininghaus osztraketi	50	2
3422	geller bruno istvan	62	2
3423	pannonhalmi zsuzsa keramikusmuvesz	49	2
3424	schmidt motor peter	55	2
3425	baron laura	64	2
3426	pszabo erno	52	3
3427	panda tv	57	1
3428	dombay gyozo	64	3
3429	marc le mene	57	6
3430	jaritz jozsa	67	1
3431	fenyvesi orsolya	69	8
3432	florian bettel	62	2
3433	esse banki akos	59	40
3434	magyar kepzomuveszeti egyetem muveszeti anatomia	56	2
3435	ficzek ferenc	54	17
3436	lizak palma	56	4
3437	taru syrjanen	52	1
3438	erlich gabor	67	19
3439	karosi imre	69	2
3440	vecsei marton	62	2
3441	konya reka	62	1
3442	hajdu katalin	69	6
3443	reti iringo	58	1
3444	nemethkassa gabor	64	10
3445	bogdan lilla	67	2
3446	endresz agnes	64	1
3447	zhenia bozukova	53	6
3448	cserna gabor	67	2
3449	polyvas bela	56	2
3450	kele judit	61	12
3451	kecskemeti katona jozsef szinhaz	56	1
3452	dreher janos	67	6
3453	pusztai tamas	64	2
3454	simon zsolt jozsef	69	4
3455	molnar agnes	69	2
3456	pinter attila	72	2
3457	huszai tunde	56	2
3458	boszormenyi reka	62	2
3459	samuel capps	52	1
3460	nike batzner	57	2
3461	komarnoi duna menti muzeum	58	2
3462	keresztes szabolcs	55	1
3463	gulyaskovacs attila	58	1
3464	kemenesi zsuzsa	62	4
3465	maki kinichi jp	48	2
3466	oliv mircea	61	4
3467	remsey david	56	4
3468	jelena viskovic	62	14
3469	malgorzata szandala	70	3
3470	tiz miveszei	55	2
3471	toth kinga	61	12
3472	chinese characters kiallitoi	48	2
3473	kiefer sutherland	53	2
3474	szepessy akos	59	6
3475	sally weber	61	2
3476	bazsanyi sandor	83	20
3477	mke intermedia tanszek	65	2
3478	afra janos	74	16
3479	erdely miklos alapitvannyal	65	2
3480	nemanja cvijanovic	63	2
3481	david claerbout	63	3
3482	foster jakab	53	1
3483	reimann dora	67	2
3484	reinhard halsmayr	73	4
3485	gyimesi nora	85	2
3486	hullar johanna	52	1
3487	harsanyi csaba	74	2
3488	magyari monika	62	2
3489	mome szirtes janos testveriseg	52	1
3490	mayer ev	62	2
3491	baranyo sandor	83	2
3492	marosi krisztina	70	1
3493	gyofffy laszlo	73	2
3494	odor bence	57	2
3495	faipari szovetseg	49	2
3496	sanford biggers	50	2
3497	krizsan andras	64	3
3498	kollath zsuzsa	71	1
3499	kez-mu-remek nepmuveszet nemzeti szalon	53	4
3500	florin tudor	62	4
3501	nogradi istvan	64	2
3502	hajas katinka	69	22
3503	gabulya marta keramikus	67	1
3504	lila panahi kazemi	49	2
3505	bartl jozsef	67	6
3506	kasegawa akira	52	1
3507	malgorzata niedzielko	70	1
3508	mucsarnok filmklub	46	39
3509	sabina sinko	70	4
3510	herczeg laszlo	67	6
3511	laszlo haris	67	2
3512	sanja ivekovic	62	1
3513	serfozo jozsef	69	2
3514	kaldor kata	61	3
3515	kurcsis laszlo	73	2
3516	sparing stefania	57	4
3517	rasmus eulenberger	48	2
3518	ban mariann	80	5
3519	miklos gabor	70	2
3520	edwin zwakman	54	2
3521	melih sarigol	58	2
3522	mogyoro kornel	56	2
3523	fiona liewehr	55	1
3524	alain fourgeaux attase	49	2
3525	barbel kopplin	67	1
3526	kaponya judit	67	2
3527	jokai lorant	61	2
3528	dominik landwehr	57	2
3529	ester hagenmaier	64	2
3530	manish sharma	64	2
3531	molnar gal peter	69	1
3532	szegedymaszak zsuzsanna	58	41
3533	pinter eva	70	4
3534	hidvegi eva	57	1
3535	jiri havlicek	54	2
3536	bill jackson	48	2
3537	charles farkas	54	2
3538	varga judit	67	1
3539	koppanyi peter	69	14
3540	ken cameron	60	1
3541	luisa briganti	56	2
3542	rasa todosijevic	53	6
3543	barta gergely	74	10
3544	jonathan olley	52	2
3545	orosz csilla	56	6
3546	csermenyi vajk	60	1
3547	csokas emese	52	2
3548	lehoczki istvan	62	2
3549	revesz laszlo	67	4
3550	bateman edward usa	53	2
3551	babette klein	67	2
3552	konkoly agnes fkse	53	2
3553	antonio gonzales paucar	50	2
3554	papp gaspar	52	4
3555	barcsay jeno benedek barna	50	2
3556	ghyczy csongor	52	2
3557	bp vii	43	2
3558	miljenko horvat	57	2
3559	kunt erno	60	10
3560	abid hasan noor	60	2
3561	yugen long	52	2
3562	sinka aniko	70	4
3563	axel rohlfs	70	2
3564	bazsik anna	64	4
3565	gyori zsolt	61	4
3566	balla gabriella	71	5
3567	jaroslav nemec	56	2
3568	muha marton eniko	55	2
3569	sebastian bozek	57	2
3570	milica tomic elhassan roza kepzomuveszek tovabba timar katalin muveszettortenesz	50	2
3571	varsanyi emilia	64	8
3572	akt szinhaz	58	2
3573	kiss andrea fotomuvesz	56	2
3574	mindaugas lukosaitis	52	2
3575	nagy gabiella	71	2
3576	may adel	62	1
3577	nagy csaba matyas	59	1
3578	varadi zita	77	2
3579	peto zsuzsa	72	2
3580	koszta jozsef	67	6
3581	tunet egyuttes	48	1
3582	monika pessler friedrich	45	2
3583	michaela holotovabodnarova	51	1
3584	andreas wolf	58	2
3585	javorkai adam	56	2
3586	durica katarina	64	2
3587	keletszlovakiai muzeum vendegkiallitasa	44	2
3588	jovan joca jovanovic	63	2
3589	peterffy zsofia	57	2
3590	taste office	48	2
3591	szepmuveszeti muzeum	68	1
3592	mke diplomazo	52	2
3593	sebeok janos	67	1
3594	jakoby gyula	61	1
3595	krasztev peter	69	2
3596	varro attila	75	12
3597	gryllus abris	56	20
3598	lee ynza	53	1
3599	somogyi pal	56	4
3600	fenyvesi toth arpad	69	4
3601	csizmadia tibor	59	2
3602	pierre szekely	51	3
3603	wilheim andras zenetortenesz	52	1
3604	halak buli	50	1
3605	julio panisello	59	2
3606	kedves csanad	64	9
3607	harcsa dia	58	1
3608	laszlo csaba	67	3
3609	yves lavoyer	56	10
3610	eloado papp richard	55	1
3611	videovetites mieke gerritzen	49	2
3612	arek ignaszak	58	2
3613	bus istvan	62	2
3614	ferto laszlo fejer megyei kozgyules elnoke	45	2
3615	mome media intezetenek	59	2
3616	zemlenyi eszter	69	2
3617	czene marta	58	66
3618	josef danek	87	2
3619	reinhard kuhl	73	2
3620	jose luis benavides	55	2
3621	nikita apanasenko	57	2
